#read_id	perc_id	species	kingdom
6b56cd02-1a3a-4728-95e6-9a5ed60ae52a	86.885	Cryptotermes secundus	Eukaryota
6b6591c9-4a6d-4e36-9a01-091e8d3e197b	77.901	Diploptera punctata	Eukaryota
6bd2cb14-5df1-4021-87a1-c25bbd46b46c	79.182	Diploptera punctata	Eukaryota
6bf25203-3c78-4ebf-8a60-5ea2187546bd	78.808	Diploptera punctata	Eukaryota
6c0656ef-e008-4ed4-8745-60f5a020d992	86.404	Centruroides sculpturatus	Eukaryota
6cb66051-f697-443d-971f-a762101dc0ee	97.143	Ovis canadensis canadensis	Eukaryota
6cc8561b-1633-42d6-8d0f-ae210bb42686	77.114	Opisthoplatia orientalis	Eukaryota
6d2ec926-a31b-4428-ad6e-b6f63f9f7230	94.286	Strongyloides venezuelensis	Eukaryota
6d3796d9-b9d8-470d-9d11-bb94cdea46e3	97.143	Ipomoea triloba	Eukaryota
6d81a71b-d793-4a7d-8e91-008bea6f4eb6	73.440	Diploptera punctata	Eukaryota
6e43e676-322c-4532-befb-492740218823	81.481	Gatzara jezoensis	Eukaryota
6e484712-e6a9-4308-b80a-c65564a32ac0	86.885	Zootermopsis nevadensis	Eukaryota
6f787878-fbe4-4a42-9c4b-94d16da9717c	87.500	Notothenia coriiceps	Eukaryota
71c45f9c-8c68-4faf-8e36-aceb1059c511	94.595	Culicoides sonorensis	Eukaryota
722cf3c4-08b6-4c3c-a4c3-9e6e194e4409	77.778	Periplaneta fuliginosa	Eukaryota
722d6e91-fe67-4929-bb26-a08f3dc9aaaa	96.970	Danio rerio	Eukaryota
729c253e-5619-4616-9331-def666f88c09	82.443	Centruroides sculpturatus	Eukaryota
72ac5370-028b-40bb-a78a-f4d6c1e69ad4	100.000	Ceratina calcarata	Eukaryota
72e34fc7-6d11-46a3-8d4a-76ecb1e05c91	84.087	Gromphadorhina laevigata	Eukaryota
72e39d1e-5be7-45db-9147-f74995b50fc8	90.000	Gryllus bimaculatus	Eukaryota
730d8eff-699b-4473-870c-83979193bb7b	100.000	Polistes canadensis	Eukaryota
736abfc3-6ec4-47d5-811b-7ca1e3dad0ff	79.237	Diploptera punctata	Eukaryota
739937df-25e8-4abb-93a6-7324d27d8ed7	85.596	Panesthia cribrata	Eukaryota
73efca78-aa99-4792-aed2-d867bc7dc65c	92.135	Panesthia ancaudellioides	Eukaryota
74878d75-617c-4a5c-ab51-67c712ff0b3e	72.141	Diploptera punctata	Eukaryota
7571bf0b-b9af-4b6e-b7d2-c855bb086a03	79.207	Blattabacterium cuenoti BPAA	Bacteria
764ba38b-1805-48f4-be58-016f7c98364b	74.930	Diploptera punctata	Eukaryota
766c2c26-b115-469f-8cf7-b0ceeddb5c1f	78.581	Opisthoplatia orientalis	Eukaryota
76d5b394-c5ec-414b-bd89-aadf7f565fea	81.452	Chloronia mirifica	Eukaryota
76e647f1-681a-4866-8e9c-2648f2ca415a	93.023	Humbertiella nada	Eukaryota
780e50e5-88a3-45a2-aa5c-2f12fd990e22	79.711	Gromphadorhina laevigata	Eukaryota
788c8f63-85d5-49f0-8f3f-5d2d6a6e9f85	83.146	Conotrachelus nenuphar	Eukaryota
79c2516a-33b3-493a-869f-2ccec80c0ca0	100.000	Lactococcus lactis subsp. cremoris SK11	Bacteria
7b4a0733-1127-497d-a6ac-be79bff87a73	84.705	Panesthia cribrata	Eukaryota
7b53a6b5-0019-4233-b40d-41c7043eb7b5	88.764	Blattella germanica	Eukaryota
7b7a7a12-b56a-4e61-985b-7dda22960668	97.059	Cucumis melo	Eukaryota
7b808e2c-f415-4598-980c-4db4fdf6392f	73.444	Opisthoplatia orientalis	Eukaryota
7bdf2eab-5f5f-492c-940c-15d522314227	100.000	Mustela itatsi	Eukaryota
7c1fed07-9cc7-45fa-b3eb-e3508c493840	83.141	Gromphadorhina laevigata	Eukaryota
7c2cefd8-a1c6-4b4d-b6b2-0a37a78ac50c	73.529	Diploptera punctata	Eukaryota
7c99fef4-2e52-4850-933d-541efc47465c	70.685	Blattella germanica	Eukaryota
7ca17bab-4ce1-4543-8e71-b1d7b673e6d1	92.188	Loensia conspersa	Eukaryota
7d984dc4-50cf-413b-9948-3f41affb5334	83.529	Symploce pallens	Eukaryota
7df245a2-8dcc-4a38-9af9-77649c878c27	73.585	Diploptera punctata	Eukaryota
7f1d90fe-5228-4532-a3d1-69c58686a989	75.904	Diploptera punctata	Eukaryota
7fc7c075-3d43-4886-86f6-914188538518	79.894	Drosophila kepulauana	Eukaryota
8145fb94-e19d-4b7c-905d-ca122c38ea96	73.518	Diploptera punctata	Eukaryota
81ad4d4c-69af-4b69-a377-317a63153a85	100.000	Drosophila busckii	Eukaryota
8279540a-6e88-4583-be17-8a248786557b	87.778	Geoscapheus crenulatus	Eukaryota
835a845f-2cc1-4c47-ada1-1e52290e1dce	73.193	Diploptera punctata	Eukaryota
83654b6b-f9e9-4f28-bc45-96cd6c459e34	74.423	Opisthoplatia orientalis	Eukaryota
83a58bd3-8226-4617-9d10-18879057e4b2	74.042	Hierodulella sp. JZ-2017	Eukaryota
83bbdb4a-a892-4b44-9aaf-02af82828c3b	100.000	Cryptotermes secundus	Eukaryota
83e6a9bd-55c9-4873-a297-ca00d587178f	97.059	Danio rerio	Eukaryota
840982dd-58b3-4905-ba51-83710394dbb1	87.037	Pan troglodytes	Eukaryota
873a60f6-c198-40a4-b6b7-c4f179836952	88.785	Zootermopsis nevadensis	Eukaryota
878672c7-f44f-4ba6-ba57-36f2f47f55ee	88.506	Panesthia cribrata	Eukaryota
87c33e2e-246a-4699-af5b-51ae19d9ad8d	91.463	Anopheles darlingi	Eukaryota
88b31acc-c2a5-4335-9baf-1d532dd86845	89.394	Haania sp. JZ-2017	Eukaryota
89dcb2ad-cdf7-457f-9138-953c0734a591	92.157	Melanaphis sacchari	Eukaryota
89e1663f-47d0-4030-b439-5e22c0c2649e	93.182	Staphylinidae sp. BMNH 1274245	Eukaryota
8bcdcb34-223d-405c-9acb-a90853ecc468	76.493	Cephalota circumdata	Eukaryota
8c48d622-27ac-4173-96bf-ce2430e65b6b	74.198	Diploptera punctata	Eukaryota
8c6e6447-777e-4d18-aa06-9c09c839830c	100.000	Metacrangonyx goulmimensis	Eukaryota
8ce41901-3a61-481a-a23d-69e68afb4310	76.331	Diploptera punctata	Eukaryota
8ced09d0-a326-4649-8220-2226beff326c	76.889	Polistes dominula	Eukaryota
8d527e50-9340-446a-b401-d97b64836d7f	75.799	Diploptera punctata	Eukaryota
8dd43f2f-d56e-479c-bd1e-ccf7323947ab	89.041	Thitarodes sp. XK-2016	Eukaryota
8dd853ca-5fdc-4a91-9389-efada585dbbe	100.000	Apteryx australis mantelli	Eukaryota
8df44c4e-ab21-4952-8039-53df766fa6d0	94.595	Plasmodium falciparum	Eukaryota
8e42f047-5c0f-41c9-8343-b1adaea1f82f	81.081	Periplaneta fuliginosa	Eukaryota
8e807697-8f61-452a-ab7e-1f0f7c3bf8d1	94.891	Panesthia cribrata	Eukaryota
8efa9b9e-f738-48e8-85e5-5df3917c4113	79.439	Dicrocoelium dendriticum	Eukaryota
8f178e76-cdfb-4808-9268-376c2718440f	83.333	Bullanga florida	Eukaryota
8f4e9c55-7b24-4c15-bb7a-af0fb89d9446	95.082	Oxycanus goldfinchi	Eukaryota
8f72bbe2-343c-4b2e-a74b-c40229aff8ec	93.548	Panesthia tryoni tryoni	Eukaryota
9005b372-02be-4cfc-af53-d2a7ffed8161	89.583	Cryptotermes secundus	Eukaryota
904edef1-03a9-4aca-90be-9d6de7ff1a19	86.842	Phoetalia pallida	Eukaryota
908aa26c-0260-483a-87de-f8539b3e7e07	86.667	Clania variegata	Eukaryota
90a9a7f4-58fa-4139-99a5-2d6aa777b42a	83.471	Diploptera punctata	Eukaryota
91111b8d-973e-4baa-9ed8-0559443714e9	100.000	Cryptotermes secundus	Eukaryota
916e40ff-71e6-4235-b2ad-a919491343a0	76.849	Diploptera punctata	Eukaryota
91c9edf4-fed3-4c01-aaa2-8c61e8b70509	77.155	Cryptotermes secundus	Eukaryota
91f67bbe-c675-431f-a1e9-8aad6da17825	86.747	Reticulitermes lucifugus lucifugus	Eukaryota
9298d3e9-0109-493d-b4f7-44bbd2927bd9	85.333	Panesthia australis	Eukaryota
92f5fc06-1ef1-4970-afb8-8f95565a81ab	81.606	Panesthia cribrata	Eukaryota
936aebd2-990d-453b-8638-396e32c8f161	88.235	Spiroplasma kunkelii CR2-3x	Bacteria
939b2722-6898-4a29-9e70-93dd4a00c632	92.414	Panesthia cribrata	Eukaryota
94adb31b-b0f9-42f8-8864-3cb2b0d02b19	74.656	Blattella germanica	Eukaryota
94cb73da-9251-4b49-ab72-d9a17f51625f	100.000	Danio rerio	Eukaryota
94ec4f50-c78d-412e-9c5e-f990dc35f787	89.535	Chelonibia patula	Eukaryota
94ee56e3-83fd-4e5e-93e3-b6964827fe3d	93.478	Panesthia cribrata	Eukaryota
94fc20b9-b12c-4ed4-be87-dc9cab6e9f2d	75.406	Diploptera punctata	Eukaryota
95554229-acf1-4216-bbc8-d025d4daded6	83.357	Blattabacterium cuenoti BPAA	Bacteria
95f20001-d8d8-4e23-943f-0b39372d7b7d	90.909	Cryptotermes secundus	Eukaryota
96172f60-2905-4c35-9e26-7539c389eb04	90.349	Blattabacterium cuenoti BPAY	Bacteria
9657ef58-5f63-4c63-afae-5b6d019871d8	77.922	Lycus dentipes	Eukaryota
97de3964-6a89-444b-b5d6-ca11f7c6ffb0	87.037	Danio rerio	Eukaryota
98aba0cc-2bea-4eec-aef1-999b20a0ef00	75.983	Opisthoplatia orientalis	Eukaryota
9a0073c2-2949-47b4-b0f4-83ce9ad5452d	90.909	Panesthia angustipennis yayeyamensis	Eukaryota
9a27dcba-a040-4d8c-befa-2967f587f99d	91.589	Panesthia cribrata	Eukaryota
9ae20993-084f-4894-930f-82464e88ac22	95.122	Carnus hemapterus	Eukaryota
9b9c9cb8-81b5-4b55-b0e0-c3ac6401d9dd	97.143	Cottoperca gobio	Eukaryota
9bf238c5-e7d0-4234-9ecd-901418f3af15	93.750	Panesthia cribrata	Eukaryota
9cc7abbd-94fa-465c-a449-de945d6054db	79.817	Diploptera punctata	Eukaryota
9d565061-4109-4a85-b4fe-56d946b40ed1	75.073	Diploptera punctata	Eukaryota
9ddb8952-a173-4e7f-981c-c42131790877	78.804	Gromphadorhina portentosa	Eukaryota
9e16089f-38a5-44f2-bf4b-6d48ae7e3f48	84.927	Centruroides sculpturatus	Eukaryota
9ea46273-55f8-4350-a822-b1d6d818a27e	88.372	Agrilus planipennis	Eukaryota
9f34a4ce-c3cf-42b8-a0d1-0d140216f663	86.905	Zootermopsis nevadensis	Eukaryota
a0654bbb-e33e-429f-a183-66b2fac26745	73.381	Diploptera punctata	Eukaryota
a0667312-ccf2-45a5-a003-81d8a9ebab2e	84.956	Ceratitis capitata	Eukaryota
a0c11fd4-a339-4d49-a232-cd9a09ad15e4	83.065	Reticulitermes lucifugus lucifugus	Eukaryota
a0e851f2-f001-415d-8ee3-5a3413143db8	82.432	Macrotermes michaelseni	Eukaryota
a1c415e8-80f4-44d0-81ed-afcdbc48c374	93.407	Zeugodacus scutellatus	Eukaryota
a1e7ff2b-a890-4788-9cdb-69fa0bf9733c	89.831	Sorex coronatus	Eukaryota
a3a07126-6c60-4c65-83a2-7e7d5bdd0534	100.000	Kinosternon flavescens	Eukaryota
a3d158c4-16d3-4fb0-a392-ed1acc3266fd	74.805	Diploptera punctata	Eukaryota
a45b4163-02c4-41cb-9a69-9b68e0477537	100.000	Danio rerio	Eukaryota
a5443486-eea8-4623-9f7d-626be10bf40d	81.818	Mahasena oolona	Eukaryota
a6dae0d4-f6a9-4d6d-8abd-a69aef00b28d	84.058	Cylindrotoma sp. ZK-2016	Eukaryota
a6e00f43-68e6-4ba1-8b88-0a978df3fe30	73.362	Diploptera punctata	Eukaryota
a769cdb4-8535-47b4-8cae-89523942ee8b	100.000	Melanaphis sacchari	Eukaryota
a779e3d4-dfe8-4983-9caf-f75142ebaf3c	82.530	Anisochrysa carnea	Eukaryota
a7ccbdfd-8a5b-464f-a8c6-1acacc758299	100.000	Cryptotermes secundus	Eukaryota
a7f651e3-8e43-4c9c-9c8d-9f35f78eb44c	88.889	Cryptotermes secundus	Eukaryota
a8987eae-2d60-49c2-8dc7-e75eea0c44ef	73.613	Blattodea sp. MT-2014	Eukaryota
a8a355b4-a404-4005-94fe-2fbd8c6a13f7	73.394	Diploptera punctata	Eukaryota
aafd4812-bacd-47e4-a74e-a53ad044595f	90.541	Diploptera punctata	Eukaryota
ab5c6f94-fe12-4b23-a125-3e693f0b087b	82.935	Panesthia sp. 2 FL-2017	Eukaryota
ab8c4e8e-c218-417d-854b-4ff3bee36342	88.889	Diploptera punctata	Eukaryota
abfee5cc-553c-422f-9dbd-6dd901fee88a	97.222	Cyprinus carpio	Eukaryota
ac03b1b9-d0e5-4ad0-b325-0892c28cca3e	82.447	Tonkinacris sinensis	Eukaryota
ac2aadb4-fd11-4fbb-99c5-c9b9357658a6	97.500	Staphylinidae sp. BMNH 1274245	Eukaryota
ac64d607-bf43-4e56-88e8-ab8e6050ee45	77.376	Blattella germanica	Eukaryota
acc91560-05dd-4ba2-ad21-6f80ad23130b	72.727	Nevrorthus apatelios	Eukaryota
ad353fa8-aa80-4bc3-8b5f-092c7f4ae2d3	73.829	Diploptera punctata	Eukaryota
ad3e2291-bb59-44f2-a63e-f44febd53069	84.600	Acyrthosiphon pisum	Eukaryota
ad4a9bd7-170a-4d74-bad0-68aa0ab457e2	90.476	Agrilus planipennis	Eukaryota
ad999e1f-25f3-4ca1-b232-e634ef7b523a	81.507	Diploptera punctata	Eukaryota
adbb92f7-4da2-4211-ac09-6f4a3bb03335	91.892	Panesthia cribrata	Eukaryota
ae1b8641-d04f-4fea-9a89-99f681758a46	87.640	Sphaeriusidae sp. BMNH 703456	Eukaryota
ae838185-72d8-4f35-b80e-78418b8bd44a	85.593	Cryptotermes secundus	Eukaryota
aec81261-4a2a-43ec-9549-ed854c411c39	93.333	Periplaneta brunnea	Eukaryota
af0e32a4-6a62-44fb-9639-4e8c49e81b9e	87.970	Panesthia matthewsi	Eukaryota
af55358f-12a5-4045-b07f-c6bd9bf5b0c4	83.465	Rhopalosiphum maidis	Eukaryota
b057c52e-1b09-43e7-ae0c-afb2fc0eae90	85.926	Gromphadorhina laevigata	Eukaryota
b0b08dd9-5283-4ef4-bb5b-214d2b759230	82.506	Parasteatoda tepidariorum	Eukaryota
b0f2e599-6440-4914-b5dc-45a5c3d00aae	87.273	Culicoides sonorensis	Eukaryota
b18034d1-bccd-4bd5-8a2d-8b219de49e3b	97.143	Vigna angularis var. angularis	Eukaryota
b2138c5f-706a-4081-bee8-a7d395de812a	77.838	Conocephalus maculatus	Eukaryota
b2284dd7-16ce-4d03-8ce8-f56444cb7d2b	83.735	Panesthia australis	Eukaryota
b26edc98-c53f-4d07-9b03-a39d3198a5e0	81.510	Gromphadorhina laevigata	Eukaryota
b2c7b7e4-1abe-45da-98c8-45edca77890e	83.966	Panesthia cribrata	Eukaryota
b33e3e8d-cace-4a07-b445-1482433dca35	100.000	Mus musculus	Eukaryota
b3f66629-4487-4a8c-9d87-74fe7b289831	84.699	Aedes aegypti	Eukaryota
b41be527-b89d-4893-8828-a2a5d0df3479	97.143	Poecilia reticulata	Eukaryota
b4d725b1-abb6-4f9c-8c4d-bb317dc21eed	100.000	Vitis vinifera	Eukaryota
b4eb911c-c4c4-4af0-a5b2-8e01f2ed21da	77.246	Drosophila sechellia	Eukaryota
b5079e17-c74b-4839-9cbb-606745f4be9c	83.599	Centruroides sculpturatus	Eukaryota
b525102f-565e-43a7-9769-3763170fc589	84.553	Anostirus castaneus	Eukaryota
b54a5bc5-4887-456c-81d9-351bd767d3b6	74.419	Diploptera punctata	Eukaryota
b5a995f0-b303-4f8b-a650-43768a221a50	80.896	Blattidae sp. BYU_ACBL003	Eukaryota
b5aeec09-f076-401f-b413-bd35bac0273b	92.683	Metrioptera ussuriana	Eukaryota
b65b0d88-fe7e-4968-bfd1-19c07a96a1f4	85.507	Staphylinidae sp. BMNH 1274173	Eukaryota
b66103e4-6a24-48a2-b1c8-564937a93cea	79.167	Timema cristinae	Eukaryota
b6e1462b-d2cf-4b22-8bbc-e4f819873c28	82.075	Zootermopsis nevadensis	Eukaryota
b79e27b1-6240-417d-a651-ba5c4f9c2260	79.235	Diploptera punctata	Eukaryota
b7a670ab-3215-4455-b503-03f99f0f95e8	82.609	Ducetia sp. NS-2016	Eukaryota
b81501a3-5efc-4aaf-b2f5-e6b82553245c	89.831	Mycalesis mineus	Eukaryota
b83c2e4e-2101-46b8-9df8-2dbaf769688f	90.323	Panesthia cribrata	Eukaryota
b8679963-addc-481d-bed1-64ff2e3d78a2	84.351	Harmonia axyridis	Eukaryota
b8d5b959-bc8d-487d-9c21-ae583dad2889	91.393	Blattabacterium cuenoti BPAA	Bacteria
b8d6e4b0-9277-420f-a05c-cb568574131d	89.091	Limnius perrisi	Eukaryota
b8f2e15a-8ec2-4d0f-b858-0a16e5b77ddd	76.435	Diploptera punctata	Eukaryota
b8f4706e-65da-416a-bb4f-20978b6cd081	92.982	Periplaneta australasiae	Eukaryota
b921d438-2a3c-4649-aed1-88a634602476	88.462	Hevaheva sp. 366C02	Eukaryota
ba5d85f9-e39c-4790-b2d3-df89ad0b364f	86.566	Centruroides sculpturatus	Eukaryota
bb04e37d-f0ad-4133-b0a5-a9de52c6fc0f	88.235	Periplaneta australasiae	Eukaryota
bb3bc2cf-0127-44fc-8555-9556652d3352	75.225	Traulia nigritibialis	Eukaryota
bb956987-875c-4ecd-bdc2-c704af8361e9	74.729	Diploptera punctata	Eukaryota
bc01cf36-2a49-4270-a26b-e26d38198ea8	85.366	Diploptera punctata	Eukaryota
bc19e321-06da-435b-8cb4-78b9638bf090	78.353	Opisthoplatia orientalis	Eukaryota
bcf6db1d-ee3d-46ff-950e-edd7f75a41b9	73.418	Diploptera punctata	Eukaryota
bd1f9c65-7c18-469a-8c1f-2c25e72df3a6	100.000	Cryptotermes secundus	Eukaryota
bde588e2-7603-4cfe-a245-ac871da00463	85.714	Zootermopsis nevadensis	Eukaryota
bdf6f017-b9f0-4175-81c3-6fca7c23e101	83.916	Panesthia cribrata	Eukaryota
bdff5953-ddfc-4723-b5eb-6f2101f13bb8	82.180	Centruroides sculpturatus	Eukaryota
be32f340-ecc2-431b-a9c3-a7758bf9a39a	89.394	Macropanesthia saxicola	Eukaryota
becf7ce3-4bf3-4bc5-b812-553cdd23e824	76.471	Stigmella roborella	Eukaryota
bee67204-b8bd-4114-ac2d-8d31f07aab51	92.683	Decma fissa	Eukaryota
bfe7b8f6-4890-42d1-a4c9-c3a47214d542	100.000	Siganus fuscescens	Eukaryota
bff3330b-9ce3-47c5-a0ed-346c8b8c3680	81.289	Gromphadorhina laevigata	Eukaryota
c0ac136c-b1a2-4f3e-8422-75408d49542f	80.769	Cryptotermes secundus	Eukaryota
c0de26a5-9cf6-4326-9e78-40cf989ab02f	78.030	Panchlora nivea	Eukaryota
c19641c7-0e2b-4ff3-99fa-0498d248bbe7	74.678	Diploptera punctata	Eukaryota
c325f170-9067-424b-a1e1-30f84c94ba63	75.359	Diploptera punctata	Eukaryota
c3500d7d-4aca-42df-8d5d-aa9d47bcac3a	88.235	Gallus gallus	Eukaryota
c3aa2903-0638-44b9-bd2f-36025de4ec5f	89.130	Agonita chinensis	Eukaryota
c3fe7925-ad86-4f2b-a5f2-cfcfb23f4c40	94.561	Blattabacterium cuenoti BPAY	Bacteria
c41158ca-32d8-4b5a-b182-c51128ca9beb	85.075	Anopheles cruzii	Eukaryota
c4741639-8894-4c8f-99b5-02405ac936b7	97.143	Mus musculus	Eukaryota
c4989cc1-0cb6-413e-b8b3-0f0ea0e0e653	83.079	Gromphadorhina laevigata	Eukaryota
c4a5fee7-69f9-4ac1-9027-faa3d5c5c839	91.739	Panesthia australis	Eukaryota
c5aab5ba-c45a-4acd-a241-74568cabca38	81.633	Diploptera punctata	Eukaryota
c5de36e2-fda4-44b1-bcf4-0b18da96689d	86.974	Centruroides sculpturatus	Eukaryota
c628059b-aadb-410a-b9c2-49ad4e2a2882	83.898	Cryptotermes secundus	Eukaryota
c6860419-6c01-4ef6-a20b-93c05f0c5f94	76.496	Blattella germanica	Eukaryota
c6990faf-09f0-477c-b39d-aaeeb4f6e3b2	78.125	Ceuthophilus cunicularis	Eukaryota
c6a3b852-209f-477a-82ea-70cc1d58ad9b	79.821	Blattabacterium cuenoti BPAY	Bacteria
c6c7af39-5735-42a9-aeb7-f1c5adccca42	82.828	Orophyllus montanus	Eukaryota
c6d8349b-4d90-42f4-bc42-d486eca06ae5	96.970	Cryptotermes secundus	Eukaryota
c79ecf9a-b596-4e87-8cb0-7b4a9279e9c0	76.972	Panchlora nivea	Eukaryota
c7f31742-9d81-42f2-bd2f-dd615c86b90c	82.609	Locusta migratoria	Eukaryota
c8a547cb-74fa-4b7d-9fc7-5f211bd4a2fd	80.556	Diploptera punctata	Eukaryota
c9775cff-9cd5-4c1d-adae-d719b562394b	78.247	Diploptera punctata	Eukaryota
c9f6c585-f38f-4eb2-b736-60055d0d1990	90.000	Oryza sativa Japonica Group	Eukaryota
ca76702c-e48d-4f37-9d20-d9d0aa5d4f39	74.318	Diploptera punctata	Eukaryota
ca83780e-8426-4ad8-8463-a1c1d6aa3fe8	80.970	Henschoutedenia flexivitta	Eukaryota
cb3b33a7-9fd8-4e39-97e4-987420b666ef	91.154	Blattabacterium cuenoti BPAY	Bacteria
cb91c013-2ed5-4d7c-bfbb-e02d3c747b20	83.088	Diploptera punctata	Eukaryota
cc61bf72-4e6c-4a3f-b943-1a81f1bdda97	79.264	Zootermopsis nevadensis	Eukaryota
cca3e166-f5b3-4f52-914f-2d3933c1e88e	97.674	Astegopteryx styracophila	Eukaryota
cdf829e0-622a-4d4d-ae3c-22e595646de0	82.447	Panesthia cribrata	Eukaryota
ce0cf3f7-cbf9-48a2-95bf-10a21a408b47	97.059	Monomorium pharaonis	Eukaryota
cea892e0-06a1-47bc-b20a-f660cca5e1f2	100.000	Larimichthys crocea	Eukaryota
cee961c1-532b-45a0-b55d-a0511c83b152	100.000	Methanocaldococcus sp. FS406-22	Archaea
cfa43204-bce0-4922-b6b2-40db7afebe13	83.478	Periplaneta australasiae	Eukaryota
cfac411d-e53c-4781-a06a-e7e025284a58	87.500	Ommatolampis quadrimaculata	Eukaryota
cfc3f92a-371b-4d5d-b3bc-6c98209b5140	90.909	Anopheles pseudotibiamaculatus	Eukaryota
d0b5ab4a-e800-47e3-aa3f-59ad1d92d3cf	86.150	Panesthia cribrata	Eukaryota
d1187240-9eab-4bf2-bd88-279d21b05b36	81.657	Centruroides sculpturatus	Eukaryota
d12e3e04-c555-4b10-bfd9-0c91cdd3e781	97.561	Cryptotermes secundus	Eukaryota
d1edfed3-2681-4505-a222-731bae30a0c1	97.297	Fontecilla graphicus	Eukaryota
d2a0bd32-eb17-432c-bc6f-509aaf0651dd	92.000	Sipha flava	Eukaryota
d2c10963-8a65-465b-b01b-fd5aa7a45efd	88.679	Cryptotermes secundus	Eukaryota
d3011d59-cb71-4e44-b502-7beb6a48819d	93.333	Henicus brevimucronatus	Eukaryota
d3e8473c-6cab-4e55-be2f-c61a583c24ff	86.103	Gromphadorhina laevigata	Eukaryota
d3f6ff41-084d-4d5e-a327-b7f5f86e3454	78.049	Agrilus planipennis	Eukaryota
d5013ce4-d8cb-46d6-8208-bbc2391dd9a8	100.000	Melanaphis sacchari	Eukaryota
d5419125-8bfd-4e6f-88f0-f387d948273f	82.432	Macrotermes michaelseni	Eukaryota
d57e49be-93e1-41dc-ab3d-b8b2985f8a6f	86.264	Harmonia axyridis	Eukaryota
d58a96ec-dfe1-428a-99cc-4421e283f4c1	97.143	Lotus japonicus	Eukaryota
d5ce2657-10ab-4308-854b-37cf9e08f446	89.189	Stigmella roborella	Eukaryota
d6e16c4e-044a-4905-9043-15564e17b38b	74.219	Diploptera punctata	Eukaryota
d8126c91-fbb5-4121-87a0-6478e16155f4	100.000	Arabidopsis thaliana	Eukaryota
d8c1de42-fe1a-421b-ba5a-3ac43b114b61	83.058	Opisthoplatia orientalis	Eukaryota
db5cda29-7111-4fc3-ae47-a0ed7836f57f	91.042	Anoplophora glabripennis	Eukaryota
dbc74089-8dbb-4789-86fd-a2c5679ff7d4	90.909	Solanum pennellii	Eukaryota
dbc7a5ce-ba50-4660-a8ba-ee64048e8a94	88.571	Zootermopsis nevadensis	Eukaryota
dbd67383-6178-4ddc-b11f-b602b4e73353	100.000	Paratemnopteryx couloniana	Eukaryota
dc309c0b-d14d-44f9-bb40-521cb5322bba	72.655	Opisthoplatia orientalis	Eukaryota
dc527fdb-b4fc-46c5-807d-17a8bedbaa03	87.500	Nanorana parkeri	Eukaryota
dcc210b3-57fc-4f13-8f43-31ae01dca25a	97.222	Plasmodium yoelii killicki	Eukaryota
dcd07eb7-8fa4-45c4-807a-102844c624cb	100.000	Cryptotermes secundus	Eukaryota
dd36e52c-9537-44a4-a8a6-6d7bcf89e719	88.679	Danio rerio	Eukaryota
ddff4227-2aa7-4fac-98e6-e132a5426c44	85.755	Blattabacterium cuenoti BPAA	Bacteria
de1716c0-4b9b-4323-a4be-73cdf3d3c5d6	77.931	Kunugia undans	Eukaryota
de17f1a4-d37b-42c3-9d98-1ed6fdced693	97.143	Melanaphis sacchari	Eukaryota
debf97d7-972b-49d6-a18b-763d7dd6caf8	80.000	Hippocampus comes	Eukaryota
dede737c-846e-4748-a7b8-44ea50f075eb	88.971	Panesthia australis	Eukaryota
df1553db-abc1-405a-b4a4-a665f8800492	97.059	Cyprinus carpio	Eukaryota
e006ec86-6196-4669-a20e-39fc450aefc0	96.721	Panesthia angustipennis angustipennis	Eukaryota
e0375eb5-2c27-48f7-95d0-31c41a49f702	92.233	Heterosmylus sp. YW-2016	Eukaryota
e051dfac-35f3-4b24-b69e-a2f029360fde	88.832	Panesthia cribrata	Eukaryota
e0d15fac-ae6c-4333-a951-b99fbf3bb5d6	80.836	Heteropternis couloniana	Eukaryota
e147b3f2-323a-4be1-9de9-a6e9312edbc0	83.357	Centruroides sculpturatus	Eukaryota
e1532c0c-1cc9-4747-a311-497b1806671f	89.855	Euphaea ornata	Eukaryota
e431cb04-5ca5-4f61-b341-eea6cc117fdd	82.558	Zootermopsis nevadensis	Eukaryota
e464be19-efb3-463e-a737-62740dea4a17	86.721	Panesthia cribrata	Eukaryota
e49fb266-81c6-44a3-b49b-e6948ee6d6ca	89.474	Panesthia australis	Eukaryota
e4dba0f0-032b-4ff5-8b97-0d1743a9a63a	100.000	Homo sapiens	Eukaryota
e512243e-974b-40f1-92ab-b9e36e69dc5e	88.177	Panesthia cribrata	Eukaryota
e557467f-ae4a-40c6-8042-e1dcc9541a82	74.708	Opisthoplatia orientalis	Eukaryota
e5a28563-71ae-4f4b-af46-cfb1d24b75ee	91.379	Panesthia australis	Eukaryota
e5b618c2-ee5f-4ff2-9464-89b7e3c9ddcb	86.452	Opisthoplatia orientalis	Eukaryota
e5d8b7e5-f83c-486a-8586-5d3ca518d770	94.545	Inquilinitermes sp. BRA002	Eukaryota
e6086bf2-ced7-4875-9f7a-502ec302791a	81.548	Panesthia angustipennis angustipennis	Eukaryota
e6240d78-3e44-4ea1-9fdc-cafebd1443bc	75.895	Diploptera punctata	Eukaryota
e6ae522e-1580-49df-a02b-fc4c95121405	88.889	Panesthia tryoni tryoni	Eukaryota
e6d25bf3-b755-4cce-b53c-3902ac3c2f6b	84.093	Centruroides sculpturatus	Eukaryota
e7c38325-8b84-4eba-b06d-9c5ac72f162c	85.106	Panesthia ancaudellioides	Eukaryota
